idx,x,y,dirty_value
23850,23850,10.96917,10.5074,-1
23851,23851,-13.15875,25.52046,-1
23852,23852,12.78504,6.53376,-1
23853,23853,-1.90359,2.10411,-1
23854,23854,36.88208,-25.26489,-1
23855,23855,-16.34854,22.28078,-1
23856,23856,8.21427,18.0046,-1
23857,23857,0.72437,-10.12053,-1
23858,23858,-12.98171,-32.60563,-1
23859,23859,-26.80718,46.09699,-1
23860,23860,-35.80928,-41.58512,-1
23861,23861,45.39517,37.7542,-1
23862,23862,35.17542,-8.79072,-1
23863,23863,42.64152,15.06259,-1
23864,23864,-3.89423,-34.17035,-1
23865,23865,19.05839,17.46397,-1
23866,23866,33.30512,9.31154,-1
23867,23867,47.43369,3.09174,-1
23868,23868,47.16298,-47.64928,-1
23869,23869,-45.82118,30.19863,-1
23870,23870,44.14214,12.80965,-1
23871,23871,-29.55455,15.13508,-1
23872,23872,-46.83089,9.34877,-1
23873,23873,-33.85411,-28.95224,-1
23874,23874,23.67366,-4.29605,-1
23875,23875,28.73607,43.02424,-1
23876,23876,36.99138,22.64883,-1
23877,23877,-41.2106,-47.08064,-1
23878,23878,-17.13781,31.9075,-1
23879,23879,-39.68507,44.26931,-1
23880,23880,16.70699,-38.30714,-1
23881,23881,-33.17059,-49.32628,-1
23882,23882,-42.94892,9.88158,-1
23883,23883,42.07944,3.6953,-1
23884,23884,37.45084,-18.57304,-1
23885,23885,23.94029,5.63064,-1
23886,23886,-26.0675,-14.1474,-1
23887,23887,-13.47258,-16.48753,-1
23888,23888,-5.2235,-13.16613,-1
23889,23889,-1.44099,-27.852,-1
23890,23890,6.74511,35.23878,-1
23891,23891,15.11234,-33.03954,-1
23892,23892,48.74547,5.95173,-1
23893,23893,27.57041,6.4958,-1
23894,23894,-29.10017,-10.08135,-1
23895,23895,16.86327,-40.38711,-1
23896,23896,33.20866,-3.6245,-1
23897,23897,3.90802,46.23045,-1
23898,23898,9.71032,23.09169,-1
23899,23899,-31.41771,41.15657,-1
23900,23900,-39.46921,30.14947,-1
23901,23901,21.74998,-18.21697,-1
23902,23902,-14.56591,-27.21391,-1
23903,23903,25.45468,-1.54598,-1
23904,23904,22.35645,-39.36796,-1
23905,23905,-10.38501,-30.84892,-1
23906,23906,8.70779,-3.30377,-1
23907,23907,-37.8578,25.03829,-1
23908,23908,16.77577,28.87465,-1
23909,23909,46.25475,29.75299,-1
23910,23910,-7.43576,34.43418,-1
23911,23911,18.87241,-8.31373,-1
23912,23912,-10.57595,9.44771,-1
23913,23913,-2.31555,22.53927,-1
23914,23914,6.17421,-42.38042,-1
23915,23915,-14.35244,-3.99045,-1
23916,23916,32.39081,-8.03649,-1
23917,23917,10.08591,-36.95189,-1
23918,23918,34.09825,-40.04008,-1
23919,23919,-11.89347,48.53514,-1
23920,23920,-42.63509,32.10638,-1
23921,23921,15.30136,24.56837,-1
23922,23922,-27.337,-10.97825,-1
23923,23923,19.20656,-9.73951,-1
23924,23924,-47.36555,-34.63659,-1
23925,23925,6.88965,16.84416,-1
23926,23926,-32.4587,-32.68597,-1
23927,23927,-29.6357,39.2048,-1
23928,23928,28.84497,-26.03884,-1
23929,23929,-22.46248,-35.93095,-1
23930,23930,-26.24762,12.29224,-1
23931,23931,-13.0706,23.45065,-1
23932,23932,1.81247,-17.58876,-1
23933,23933,49.81029,-26.35108,-1
23934,23934,-16.10849,-26.64532,-1
23935,23935,4.58467,-49.78162,-1
23936,23936,-46.91593,-37.71717,-1
23937,23937,2.37979,3.23006,-1
23938,23938,37.3146,40.08562,-1
23939,23939,30.86444,-5.27465,-1
23940,23940,21.95451,-49.85146,-1
23941,23941,-29.22699,-41.39698,-1
23942,23942,-18.05456,3.16487,-1
23943,23943,-5.69918,9.50052,-1
23944,23944,9.93846,-14.8171,-1
23945,23945,-24.36764,23.56868,-1
23946,23946,-29.1617,21.30408,-1
23947,23947,0.70107,22.88425,-1
23948,23948,10.62694,-14.41489,-1
23949,23949,47.60492,-5.43735,-1
23950,23950,9.85677,-30.90659,-1
23951,23951,-2.02595,-13.42605,-1
23952,23952,-44.20136,-42.88426,-1
23953,23953,18.50058,16.88628,-1
23954,23954,-10.7551,-19.06473,-1
23955,23955,-29.46194,-46.20353,-1
23956,23956,40.22963,37.65461,-1
23957,23957,8.49247,-44.21072,-1
23958,23958,16.15939,38.3909,-1
23959,23959,40.15115,12.6641,-1
23960,23960,43.80667,13.58302,-1
23961,23961,9.64999,49.17398,-1
23962,23962,-27.58274,32.4913,-1
23963,23963,-37.62013,19.32506,-1
23964,23964,48.20857,0.01656,-1
23965,23965,-34.32131,-1.06393,-1
23966,23966,40.39027,-34.23688,-1
23967,23967,26.83239,45.95664,-1
23968,23968,-9.11419,41.05044,-1
23969,23969,-35.41338,-29.92962,-1
23970,23970,28.42818,-49.40848,-1
23971,23971,-11.05485,-19.41369,-1
23972,23972,-44.93208,-13.64489,-1
23973,23973,-9.9667,39.79935,-1
23974,23974,-10.35796,47.45245,-1
23975,23975,-36.00838,-9.72162,-1
23976,23976,-3.64798,43.60192,-1
23977,23977,11.0523,29.68816,-1
23978,23978,-43.10526,-47.4503,-1
23979,23979,-6.19983,-47.44393,-1
23980,23980,-7.01122,-18.81648,-1
23981,23981,-41.87998,-29.00357,-1
23982,23982,20.92089,-30.59963,-1
23983,23983,-34.55028,-0.73277,-1
23984,23984,-40.70564,13.20082,-1
23985,23985,16.26836,-3.91207,-1
23986,23986,-36.27301,41.55636,-1
23987,23987,-5.91053,11.98584,-1
23988,23988,19.04676,42.6559,-1
23989,23989,-20.60705,32.26037,-1
23990,23990,1.75751,21.36726,-1
23991,23991,28.69704,11.04897,-1
23992,23992,15.31731,-11.84115,-1
23993,23993,20.04397,-0.27353,-1
23994,23994,34.89753,-12.96944,-1
23995,23995,38.39081,-28.17183,-1
23996,23996,7.82846,16.40192,-1
23997,23997,-48.52747,-6.56235,-1
23998,23998,-33.18606,-48.12167,-1
23999,23999,0.59311,-2.90428,-1
24000,24000,-15.91121,-6.67148,-1
24001,24001,-43.28297,-25.91884,-1
24002,24002,-16.39259,20.7195,-1
24003,24003,-15.63556,10.96478,-1
24004,24004,16.0075,12.71856,-1
24005,24005,-33.00906,-16.03249,-1
24006,24006,-7.87659,-8.84467,-1
24007,24007,45.8085,-22.08241,-1
24008,24008,49.20837,-36.2392,-1
24009,24009,-6.67337,31.88548,-1
24010,24010,-47.9003,21.12816,-1
24011,24011,-19.65703,32.09307,-1
24012,24012,-0.6264,39.4775,-1
24013,24013,9.65721,16.05709,-1
24014,24014,22.88669,41.07835,-1
24015,24015,34.08684,39.48598,-1
24016,24016,-8.83369,-11.04882,-1
24017,24017,25.00508,33.6758,-1
24018,24018,5.73091,-16.11521,-1
24019,24019,9.21806,-36.44912,-1
24020,24020,42.10198,49.62938,-1
24021,24021,8.63798,-9.51647,-1
24022,24022,25.33399,30.50686,-1
24023,24023,-1.88565,5.19975,-1
24024,24024,41.43762,35.613,-1
24025,24025,-38.28793,-10.61511,-1
24026,24026,-27.61022,-19.09317,-1
24027,24027,41.78345,13.74127,-1
24028,24028,-7.04095,-42.26107,-1
24029,24029,0.12183,-24.27575,-1
24030,24030,-28.84631,-34.35965,-1
24031,24031,0.8043,26.05222,-1
24032,24032,12.00722,-11.88314,-1
24033,24033,-49.71071,-49.50298,-1
24034,24034,-9.73858,-48.32655,-1
24035,24035,46.14702,44.70428,-1
24036,24036,-10.83107,44.29851,-1
24037,24037,11.52341,12.01103,-1
24038,24038,-43.62336,29.99203,-1
24039,24039,17.45768,-13.30152,-1
24040,24040,17.58202,28.20619,-1
24041,24041,-48.01464,-37.51482,-1
24042,24042,14.21633,24.42693,-1
24043,24043,23.28445,-33.73938,-1
24044,24044,-7.20322,-30.1253,-1
24045,24045,3.52725,-37.03515,-1
24046,24046,-44.95919,29.71857,-1
24047,24047,10.9286,-17.37642,-1
24048,24048,47.34274,0.58924,-1
24049,24049,-32.65805,-9.57161,-1
24050,24050,-44.87778,37.07864,-1
24051,24051,-22.23338,41.07006,-1
24052,24052,-0.49954,4.32427,-1
24053,24053,12.66194,-10.37699,-1
24054,24054,-26.92414,-12.44937,-1
24055,24055,49.89102,-49.78683,-1
24056,24056,44.31288,-4.45079,-1
24057,24057,-28.74779,-31.8905,-1
24058,24058,-40.59403,44.63201,-1
24059,24059,32.04198,28.62591,-1
24060,24060,34.89638,18.40106,-1
24061,24061,33.94408,-40.10192,-1
24062,24062,35.97245,-12.08304,-1
24063,24063,39.44778,12.94876,-1
24064,24064,37.58223,-9.42604,-1
24065,24065,43.18549,-43.41767,-1
24066,24066,44.58974,-24.83299,-1
24067,24067,9.62609,23.75152,-1
24068,24068,47.86516,34.76765,-1
24069,24069,-42.00273,14.9277,-1
24070,24070,31.17891,-23.5816,-1
24071,24071,19.84416,-12.88127,-1
24072,24072,7.49475,6.83632,-1
24073,24073,-23.74794,0.34326,-1
24074,24074,-22.63542,-42.02658,-1
24075,24075,-47.40883,-31.07065,-1
24076,24076,-42.35383,26.06771,-1
24077,24077,-41.4654,-14.98153,-1
24078,24078,-38.41031,-33.45893,-1
24079,24079,7.24446,-13.51743,-1
24080,24080,-46.27051,-4.38734,-1
24081,24081,43.28993,35.80512,-1
24082,24082,-41.09359,-5.65769,-1
24083,24083,39.08431,-42.18174,-1
24084,24084,-16.95555,-30.99334,-1
24085,24085,32.72371,-8.9249,-1
24086,24086,3.12693,39.05795,-1
24087,24087,11.72043,31.40777,-1
24088,24088,-45.80978,-9.1227,-1
24089,24089,26.72133,6.50246,-1
24090,24090,-41.75304,-25.93609,-1
24091,24091,-29.64085,-34.83284,-1
24092,24092,48.14078,-45.06147,-1
24093,24093,6.15828,31.39167,-1
24094,24094,1.5156,29.43429,-1
24095,24095,-17.18516,32.98157,-1
24096,24096,34.10113,-30.29935,-1
24097,24097,36.54042,36.70187,-1
24098,24098,-13.65844,0.48958,-1
24099,24099,38.57418,-10.88206,-1
24100,24100,39.39007,8.65652,-1
24101,24101,7.47522,4.58957,-1
24102,24102,15.47824,1.87855,-1
24103,24103,-47.0777,-21.67245,-1
24104,24104,10.58979,46.60746,-1
24105,24105,-8.66519,-17.48897,-1
24106,24106,6.1189,-6.82975,-1
24107,24107,-30.28784,-10.64232,-1
24108,24108,-2.48941,-39.28359,-1
24109,24109,-22.20802,9.35352,-1
24110,24110,46.083,24.82009,-1
24111,24111,20.24783,-46.6639,-1
24112,24112,-31.90609,28.74313,-1
24113,24113,4.37415,10.43685,-1
24114,24114,-34.57776,-26.46815,-1
24115,24115,-15.10643,-20.20893,-1
24116,24116,-28.67881,-4.19641,-1
24117,24117,19.52425,43.89497,-1
24118,24118,6.52702,-19.2916,-1
24119,24119,-19.6512,-1.17123,-1
24120,24120,-3.10609,19.83814,-1
24121,24121,35.22948,17.05282,-1
24122,24122,-5.65643,44.85199,-1
24123,24123,25.23767,-16.9196,-1
24124,24124,18.7078,6.1748,-1
24125,24125,-28.11288,-14.98879,-1
24126,24126,-21.76903,-7.79335,-1
24127,24127,-34.47906,33.21986,-1
24128,24128,-2.51492,4.0843,-1
24129,24129,-38.89989,5.55473,-1
24130,24130,8.83668,-49.02899,-1
24131,24131,37.02326,-37.76226,-1
24132,24132,43.92293,49.74112,-1
24133,24133,7.48752,1.69373,-1
24134,24134,15.80878,-4.69446,-1
24135,24135,-12.01492,14.83215,-1
24136,24136,19.33801,14.38415,-1
24137,24137,42.08603,-20.1918,-1
24138,24138,-17.19962,6.38598,-1
24139,24139,29.7606,25.36102,-1
24140,24140,-47.47382,-48.47306,-1
24141,24141,28.21275,20.63605,-1
24142,24142,27.96903,43.97323,-1
24143,24143,24.45466,9.38928,-1
24144,24144,-41.61923,14.289,-1
24145,24145,1.63083,3.77771,-1
24146,24146,-2.92131,-32.22418,-1
24147,24147,17.45152,-10.81302,-1
24148,24148,-45.92103,-23.57017,-1
24149,24149,-21.39281,-41.36845,-1
24150,24150,-13.2851,-18.45109,-1
24151,24151,44.86467,-20.06415,-1
24152,24152,42.19954,-10.40454,-1
24153,24153,-1.37137,-22.85049,-1
24154,24154,35.53154,-42.59606,-1
24155,24155,31.35376,-7.30996,-1
24156,24156,37.528,-46.90676,-1
24157,24157,15.47963,21.87978,-1
24158,24158,18.29555,-24.86967,-1
24159,24159,-36.54474,-11.86806,-1
24160,24160,-36.40819,-40.29017,-1
24161,24161,-12.58438,43.68194,-1
24162,24162,26.96609,-32.2032,-1
24163,24163,-44.90593,47.21085,-1
24164,24164,39.67517,-35.19028,-1
24165,24165,-36.82423,-48.28856,-1
24166,24166,14.25606,-38.15025,-1
24167,24167,-28.63715,27.04666,-1
24168,24168,-1.56508,-15.4739,-1
24169,24169,-8.57778,5.94965,-1
24170,24170,-4.01939,16.43532,-1
24171,24171,20.93504,-27.03449,-1
24172,24172,3.77409,-43.89611,-1
24173,24173,-30.75891,19.2972,-1
24174,24174,-12.43104,47.24279,-1
24175,24175,46.68103,46.60987,-1
24176,24176,37.04513,43.22431,-1
24177,24177,39.35377,5.20423,-1
24178,24178,-19.13948,-31.05907,-1
24179,24179,35.06383,10.93294,-1
24180,24180,-31.41321,14.43781,-1
24181,24181,-7.98046,24.72941,-1
24182,24182,18.47319,-11.47077,-1
24183,24183,9.13792,-18.02242,-1
24184,24184,-18.03206,9.39608,-1
24185,24185,4.96558,-29.86488,-1
24186,24186,-31.56179,-35.70061,-1
24187,24187,17.59578,-23.97015,-1
24188,24188,37.72984,42.86042,-1
24189,24189,27.19137,18.3324,-1
24190,24190,-47.99862,30.26327,-1
24191,24191,-8.93735,-25.68311,-1
24192,24192,-2.6366,12.64309,-1
24193,24193,-7.12719,1.06068,-1
24194,24194,-28.2646,19.46199,-1
24195,24195,6.95982,-49.04732,-1
24196,24196,-10.64336,40.35932,-1
24197,24197,6.21643,5.87713,-1
24198,24198,-43.44665,-47.88777,-1
24199,24199,4.95297,21.40168,-1
24200,24200,-13.46083,19.4602,-1
24201,24201,16.13151,-8.58645,-1
24202,24202,21.76173,19.03123,-1
24203,24203,11.04558,10.2581,-1
24204,24204,-0.59818,3.99374,-1
24205,24205,16.37966,-45.52418,-1
24206,24206,21.95464,7.74764,-1
24207,24207,3.06485,-28.51401,-1
24208,24208,0.00435,5.8246,-1
24209,24209,27.52346,-13.08272,-1
24210,24210,48.07111,-12.82002,-1
24211,24211,-34.47473,43.05585,-1
24212,24212,-20.06399,49.76001,-1
24213,24213,-0.18797,19.43288,-1
24214,24214,-11.94189,2.92195,-1
24215,24215,12.09438,3.77298,-1
24216,24216,21.9443,47.07356,-1
24217,24217,3.46606,23.80338,-1
24218,24218,-29.16959,-6.86527,-1
24219,24219,-11.53651,5.00845,-1
24220,24220,-43.71763,33.13792,-1
24221,24221,-2.09199,7.81278,-1
24222,24222,26.97103,-40.17499,-1
24223,24223,16.05943,-7.20312,-1
24224,24224,-10.86608,-16.55726,-1
24225,24225,33.84885,41.21111,-1
24226,24226,-29.39318,-13.293,-1
24227,24227,21.02642,10.09451,-1
24228,24228,-48.46791,40.337,-1
24229,24229,45.75503,5.72771,-1
24230,24230,48.37524,-9.88499,-1
24231,24231,-26.81824,11.90957,-1
24232,24232,10.04613,-44.73667,-1
24233,24233,3.31277,-23.16484,-1
24234,24234,-36.57026,-5.91092,-1
24235,24235,-6.67535,29.96965,-1
24236,24236,5.09338,3.14451,-1
24237,24237,-26.97364,-32.07441,-1
24238,24238,-1.87185,-39.36094,-1
24239,24239,17.34964,-27.0198,-1
24240,24240,-31.84306,48.93466,-1
24241,24241,34.37021,2.94746,-1
24242,24242,-17.85581,-6.37178,-1
24243,24243,31.85309,-29.37573,-1
24244,24244,30.11699,5.77734,-1
24245,24245,13.86408,-25.40139,-1
24246,24246,-26.08854,9.98031,-1
24247,24247,44.83737,-37.24617,-1
24248,24248,-46.14845,-43.99143,-1
24249,24249,-27.90482,-6.7555,-1
24250,24250,-21.3196,8.09687,-1
24251,24251,46.97576,-38.95143,-1
24252,24252,-25.35624,-42.03629,-1
24253,24253,-12.59477,-20.469,-1
24254,24254,33.83708,10.63017,-1
24255,24255,-29.65737,18.84685,-1
24256,24256,-38.78555,-14.64396,-1
24257,24257,35.33009,48.44453,-1
24258,24258,-42.45928,42.93663,-1
24259,24259,13.71783,-16.09666,-1
24260,24260,20.3725,-46.66914,-1
24261,24261,-19.42143,43.54739,-1
24262,24262,49.30442,-43.85547,-1
24263,24263,-7.05987,-0.38152,-1
24264,24264,-20.4705,28.81228,-1
24265,24265,-7.81822,-28.98368,-1
24266,24266,-41.86324,6.78673,-1
24267,24267,-39.98737,27.41781,-1
24268,24268,-3.37227,26.09774,-1
24269,24269,36.16302,1.71797,-1
24270,24270,4.64908,-16.90231,-1
24271,24271,23.66348,33.29922,-1
24272,24272,-19.36594,-21.91918,-1
24273,24273,36.39928,-2.24635,-1
24274,24274,34.0882,22.08954,-1
24275,24275,7.89705,-9.33435,-1
24276,24276,29.26963,29.13173,-1
24277,24277,-49.17422,-45.93533,-1
24278,24278,44.77194,47.72693,-1
24279,24279,-42.96797,4.64588,-1
24280,24280,-5.33917,21.68207,-1
24281,24281,17.82974,17.29716,-1
24282,24282,42.2129,-49.0028,-1
24283,24283,44.09453,10.30053,-1
24284,24284,2.82931,39.59288,-1
24285,24285,-21.90927,-20.60256,-1
24286,24286,7.11355,42.60755,-1
24287,24287,-49.13212,19.24929,-1
24288,24288,28.95874,8.00802,-1
24289,24289,-31.92864,4.87352,-1
24290,24290,-16.56869,7.52863,-1
24291,24291,-8.91712,-26.01067,-1
24292,24292,-25.76491,24.0956,-1
24293,24293,12.95792,39.24522,-1
24294,24294,-21.63485,-15.92528,-1
24295,24295,24.56751,-27.25508,-1
24296,24296,29.62182,22.97447,-1
24297,24297,-49.87005,-10.40121,-1
24298,24298,45.30886,-17.03094,-1
24299,24299,9.59057,2.96699,-1
24300,24300,-36.256,-10.26639,-1
24301,24301,-18.91842,22.9562,-1
24302,24302,44.51596,-41.63048,-1
24303,24303,-15.282,-32.98555,-1
24304,24304,31.93087,-40.79566,-1
24305,24305,36.02462,37.12957,-1
24306,24306,-18.67002,30.55545,-1
24307,24307,-48.85921,27.94417,-1
24308,24308,41.74368,-20.14238,-1
24309,24309,-38.60808,7.57003,-1
24310,24310,48.44909,-24.17648,-1
24311,24311,26.84164,-35.47893,-1
24312,24312,-34.46279,0.72045,-1
24313,24313,-44.7656,-25.24803,-1
24314,24314,-7.50858,19.24831,-1
24315,24315,17.89547,-4.61316,-1
24316,24316,14.79237,-8.35851,-1
24317,24317,-2.69026,27.14561,-1
24318,24318,34.17645,6.55126,-1
24319,24319,-37.50491,21.18614,-1
24320,24320,-1.32445,-19.43045,-1
24321,24321,-7.46838,-28.69932,-1
24322,24322,-2.10124,-26.55595,-1
24323,24323,-43.15573,-8.52591,-1
24324,24324,42.19217,-40.31161,-1
24325,24325,22.58241,14.17385,-1
24326,24326,46.0502,-45.01135,-1
24327,24327,11.6933,32.33693,-1
24328,24328,14.09063,32.64638,-1
24329,24329,-2.79211,-42.94316,-1
24330,24330,-22.07499,-13.28591,-1
24331,24331,0.62223,15.86572,-1
24332,24332,-49.69499,-47.89242,-1
24333,24333,-2.233,-1.68445,-1
24334,24334,-4.13005,48.82046,-1
24335,24335,-37.37588,47.40242,-1
24336,24336,41.46228,-19.97608,-1
24337,24337,47.26162,41.47601,-1
24338,24338,41.30399,-1.53049,-1
24339,24339,5.78109,31.58176,-1
24340,24340,-49.20603,-35.9349,-1
24341,24341,-23.38457,-41.00027,-1
24342,24342,11.61761,-41.78539,-1
24343,24343,13.83392,-42.88511,-1
24344,24344,23.12084,27.18366,-1
24345,24345,46.20079,2.68484,-1
24346,24346,-42.35642,16.61795,-1
24347,24347,-41.32151,-41.40193,-1
24348,24348,37.14364,46.44744,-1
24349,24349,31.20951,27.87676,-1
24350,24350,21.11128,43.93611,-1
24351,24351,2.22293,48.96083,-1
24352,24352,-48.46598,33.91708,-1
24353,24353,-31.71921,-8.06489,-1
24354,24354,-34.12254,-29.41068,-1
24355,24355,-7.69038,-33.25769,-1
24356,24356,-18.36101,10.98061,-1
24357,24357,26.7322,36.81371,-1
24358,24358,7.871,-5.36145,-1
24359,24359,-49.86941,-29.41303,-1
24360,24360,40.25146,49.53586,-1
24361,24361,-33.34156,45.48318,-1
24362,24362,-9.55831,5.21576,-1
24363,24363,21.09519,-25.60747,-1
24364,24364,29.75495,14.44898,-1
24365,24365,29.30598,-21.82585,-1
24366,24366,40.5094,45.6394,-1
24367,24367,-21.1678,19.80043,-1
24368,24368,5.59697,10.32169,-1
24369,24369,-9.3194,44.53271,-1
24370,24370,23.75383,14.90068,-1
24371,24371,33.86527,-29.82346,-1
24372,24372,-14.44018,46.81063,-1
24373,24373,14.56617,37.63439,-1
24374,24374,-20.29206,32.47691,-1
24375,24375,26.18713,-46.83715,-1
24376,24376,8.11009,-7.59196,-1
24377,24377,-3.18022,-47.41029,-1
24378,24378,-39.60537,27.754,-1
24379,24379,-27.59023,2.33045,-1
24380,24380,-23.36157,3.41171,-1
24381,24381,-44.0331,8.27686,-1
24382,24382,-34.61948,-41.04198,-1
24383,24383,4.72482,-12.48717,-1
24384,24384,12.92323,5.00874,-1
24385,24385,2.73087,4.74032,-1
24386,24386,-0.72758,-37.96579,-1
24387,24387,-37.01477,45.05756,-1
24388,24388,-45.45566,-31.46722,-1
24389,24389,-6.94444,49.54226,-1
24390,24390,4.49573,-42.32955,-1
24391,24391,49.00122,29.26375,-1
24392,24392,-38.62958,6.82261,-1
24393,24393,-34.90309,1.15003,-1
24394,24394,-4.00693,-24.52492,-1
24395,24395,-20.10349,18.36058,-1
24396,24396,-8.90304,33.86973,-1
24397,24397,-26.50126,15.42714,-1
24398,24398,-20.6726,34.14634,-1
24399,24399,-23.50431,34.97468,-1
24400,24400,-46.60193,0.01391,-1
24401,24401,-31.43632,-32.72607,-1
24402,24402,-28.51796,-41.22988,-1
24403,24403,-32.94906,-3.44586,-1
24404,24404,-41.4495,23.56597,-1
24405,24405,11.25742,-40.75009,-1
24406,24406,29.62037,42.62796,-1
24407,24407,-47.8411,29.83475,-1
24408,24408,10.65488,39.72143,-1
24409,24409,-25.56569,-10.07068,-1
24410,24410,42.6134,-29.10503,-1
24411,24411,-33.68113,-35.46567,-1
24412,24412,-44.26136,-20.90585,-1
24413,24413,2.59566,5.55037,-1
24414,24414,23.13425,26.89632,-1
24415,24415,48.50003,5.02285,-1
24416,24416,26.72304,16.98844,-1
24417,24417,16.02258,23.58546,-1
24418,24418,-30.5985,17.04386,-1
24419,24419,49.77018,44.63464,-1
24420,24420,-12.56127,-29.89726,-1
24421,24421,-6.17228,42.49786,-1
24422,24422,43.43379,3.98918,-1
24423,24423,27.20657,26.68564,-1
24424,24424,37.3357,-23.49183,-1
24425,24425,-7.14152,-29.93896,-1
24426,24426,31.98704,41.60109,-1
24427,24427,2.97471,-6.39766,-1
24428,24428,-21.26874,3.72971,-1
24429,24429,-35.65712,41.95233,-1
24430,24430,-49.48105,49.7385,-1
24431,24431,31.98258,28.10276,-1
24432,24432,-29.64787,-17.08111,-1
24433,24433,4.91154,41.6341,-1
24434,24434,-28.76197,-31.66956,-1
24435,24435,20.48555,-27.87913,-1
24436,24436,4.2115,-13.41135,-1
24437,24437,19.10037,-30.5004,-1
24438,24438,26.97016,9.61044,-1
24439,24439,36.20198,37.86474,-1
24440,24440,9.55732,-47.07432,-1
24441,24441,-35.57448,23.04096,-1
24442,24442,11.48891,-19.77549,-1
24443,24443,-41.53644,7.41058,-1
24444,24444,3.49507,-30.21588,-1
24445,24445,42.53689,26.00049,-1
24446,24446,-13.68353,-49.40877,-1
24447,24447,-2.69858,22.46211,-1
24448,24448,33.32182,43.92538,-1
24449,24449,-21.38751,20.25575,-1
24450,24450,-34.55658,37.96862,-1
24451,24451,32.05995,11.28848,-1
24452,24452,10.32398,-18.1841,-1
24453,24453,12.16727,-19.13362,-1
24454,24454,-26.14517,3.97599,-1
24455,24455,-29.17436,-17.86652,-1
24456,24456,20.93118,41.00673,-1
24457,24457,14.93323,-39.3862,-1
24458,24458,0.20861,-26.69498,-1
24459,24459,-21.05268,-47.5814,-1
24460,24460,-29.25093,4.64705,-1
24461,24461,44.37756,12.10816,-1
24462,24462,31.20917,-33.4191,-1
24463,24463,24.86312,-30.96432,-1
24464,24464,-34.39569,-7.2955,-1
24465,24465,23.02647,24.40855,-1
24466,24466,3.79847,6.87179,-1
24467,24467,-2.00096,15.54862,-1
24468,24468,-37.6778,17.29432,-1
24469,24469,-48.11777,7.76138,-1
24470,24470,0.30279,30.12359,-1
24471,24471,43.34323,20.51753,-1
24472,24472,-38.63484,35.01538,-1
24473,24473,41.06375,46.93525,-1
24474,24474,28.97966,-34.29548,-1
24475,24475,-40.56541,-0.08486,-1
24476,24476,-8.57922,-8.93584,-1
24477,24477,-7.9,19.54513,-1
24478,24478,-28.87862,26.09419,-1
24479,24479,12.04207,-40.82054,-1
24480,24480,33.08813,-41.79729,-1
24481,24481,-44.06812,-22.42883,-1
24482,24482,-30.84093,-17.66506,-1
24483,24483,-30.28558,44.62809,-1
24484,24484,9.06171,46.40502,-1
24485,24485,36.90515,-17.95626,-1
24486,24486,47.06495,-10.22002,-1
24487,24487,-25.32866,-33.89519,-1
24488,24488,-17.75449,-9.39287,-1
24489,24489,-21.63773,-45.92248,-1
24490,24490,-8.12931,19.90028,-1
24491,24491,21.46558,5.04206,-1
24492,24492,-38.57655,-5.59394,-1
24493,24493,-38.87419,47.87676,-1
24494,24494,3.0416,-45.85073,-1
24495,24495,1.45596,-23.09229,-1
24496,24496,1.48929,26.1056,-1
24497,24497,-29.48331,41.15245,-1
24498,24498,-20.72505,-43.6327,-1
24499,24499,-13.86225,8.29726,-1
24500,24500,-2.77822,-35.29655,-1
24501,24501,-26.03665,38.0779,-1
24502,24502,-26.98977,-37.54009,-1
24503,24503,10.13221,-16.87678,-1
24504,24504,7.88007,23.9796,-1
24505,24505,-26.83805,34.43592,-1
24506,24506,-19.37932,33.7377,-1
24507,24507,-25.18178,-13.28383,-1
24508,24508,-35.00567,-37.32124,-1
24509,24509,16.95704,-1.52543,-1
24510,24510,-8.85389,46.54183,-1
24511,24511,31.1807,5.13117,-1
24512,24512,39.2041,-23.91237,-1
24513,24513,4.31708,46.29637,-1
24514,24514,-34.55038,-49.46732,-1
24515,24515,45.17955,36.91076,-1
24516,24516,14.87158,-22.7935,-1
24517,24517,35.38745,-42.78983,-1
24518,24518,41.04316,23.25846,-1
24519,24519,-10.16644,-11.46082,-1
24520,24520,-2.35994,0.94237,-1
24521,24521,40.35109,31.66392,-1
24522,24522,-43.64935,-26.26262,-1
24523,24523,-30.66314,-41.58385,-1
24524,24524,-44.34441,-11.4361,-1
24525,24525,-25.33498,1.02195,-1
24526,24526,-34.22088,-40.3421,-1
24527,24527,22.57922,27.58424,-1
24528,24528,-18.96992,-6.51197,-1
24529,24529,-36.77681,29.74749,-1
24530,24530,-2.18821,-35.13136,-1
24531,24531,37.55513,48.29306,-1
24532,24532,-46.6639,39.72664,-1
24533,24533,-20.75903,44.83594,-1
24534,24534,-28.19343,22.07152,-1
24535,24535,-36.33851,26.54951,-1
24536,24536,-47.40429,-17.19676,-1
24537,24537,-30.19687,-13.11521,-1
24538,24538,-44.32655,-44.2704,-1
24539,24539,-22.681,8.02917,-1
24540,24540,22.52111,-39.97346,-1
24541,24541,-40.73967,-0.45641,-1
24542,24542,29.96008,-2.44352,-1
24543,24543,4.84006,17.89643,-1
24544,24544,22.9248,22.30405,-1
24545,24545,28.40027,-39.59725,-1
24546,24546,15.83779,27.1699,-1
24547,24547,-41.44218,-2.54991,-1
24548,24548,37.27514,-19.47604,-1
24549,24549,30.44009,-17.17499,-1
